"domain","ficat","figrpid","subjid","fitest","fiorres","fiorresu","fidtc","fidt"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebt",37973000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebt",45104000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalCapitalization",1251999000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalCapitalization",1502816000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalCapitalization",1661115000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalCapitalization",1757720000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalStock",35692000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalStock",36195000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalStock",36503000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalStock",36819000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payables",195080000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payables",253209000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payables",183158000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payables",171938000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","finishedGoods",85506000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","finishedGoods",108557000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","finishedGoods",96659000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","finishedGoods",129802000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalNonCurrentAssets",955470000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalNonCurrentAssets",1006823000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalNonCurrentAssets",1126641000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalNonCurrentAssets",1180274000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalLiabilitiesNetMinorityInterest",963334000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalLiabilitiesNetMinorityInterest",891771000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalLiabilitiesNetMinorityInterest",705393000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalLiabilitiesNetMinorityInterest",557982000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentAssets",97892000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentAssets",159048000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentAssets",130709000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentAssets",171990000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentLiabilities",4905000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentLiabilities",8356000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentLiabilities",13188000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherNonCurrentLiabilities",21487000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","preferredStock",0,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","preferredStock",0,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","preferredStock",0,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","preferredStock",0,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payablesAndAccruedExpenses",287249000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payablesAndAccruedExpenses",347536000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payablesAndAccruedExpenses",301438000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","payablesAndAccruedExpenses",275365000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermDebt",288179000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermDebt",265574000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermDebt",147470000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermDebt",16979000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accountsReceivable",320061000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accountsReceivable",358496000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accountsReceivable",369233000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accountsReceivable",371930000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","stockholdersEquity",963820000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","stockholdersEquity",1237242000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","stockholdersEquity",1513645000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","stockholdersEquity",1740741000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermCapitalLeaseObligation",27065000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermCapitalLeaseObligation",22314000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermCapitalLeaseObligation",20811000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","longTermCapitalLeaseObligation",27383000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","employeeBenefits",35316000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","employeeBenefits",19606000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","employeeBenefits",12134000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","employeeBenefits",14656000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","retainedEarnings",888046000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","retainedEarnings",1116809000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","retainedEarnings",1448092000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","retainedEarnings",1675274000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebtAndCapitalLeaseObligation",173235000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tradeandOtherPayablesNonCurrent",38439000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tradeandOtherPayablesNonCurrent",40381000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tradeandOtherPayablesNonCurrent",42822000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasurySharesNumber",9259858,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasurySharesNumber",9272513,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasurySharesNumber",9281581,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasurySharesNumber",9286862,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","restrictedCash",52464000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","restrictedCash",3219000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","restrictedCash",4367000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","restrictedCash",3026000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","endCashPosition",320529000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","endCashPosition",366818000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","endCashPosition",341099000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","endCashPosition",318483000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","endCashPosition",286235000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","interestPaidSupplementalData",10219000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","interestPaidSupplementalData",6944000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","interestPaidSupplementalData",7355000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","interestPaidSupplementalData",4607000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","interestPaidSupplementalData",1999000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccountPayable",7422000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccountPayable",55628000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccountPayable",-50076000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccountPayable",-2165000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccountPayable",-14677000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherWorkingCapital",-2182000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherWorkingCapital",-2694000,"USD","2019-12-31","2019-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","financingCashFlow",-54302000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","financingCashFlow",-158441000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","financingCashFlow",-125713000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","financingCashFlow",-144723000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","financingCashFlow",-9581000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayablesAndAccruedExpense",-5135000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayablesAndAccruedExpense",83525000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayablesAndAccruedExpense",-26649000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayablesAndAccruedExpense",-29221000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayablesAndAccruedExpense",-77172000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingInvestingActivities",-106772000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingInvestingActivities",-144229000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingInvestingActivities",-265263000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingInvestingActivities",-158322000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingInvestingActivities",-77826000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockIssuance",6830000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockIssuance",4337000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockIssuance",140000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockIssuance",0,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingFinancingActivities",-54302000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingFinancingActivities",-158441000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingFinancingActivities",-125713000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingFinancingActivities",-144723000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingFinancingActivities",-9581000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfDebt",1033846000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfDebt",579744000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfDebt",487042000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfDebt",54240000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfDebt",87030000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInReceivables",-10501000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInReceivables",-52721000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInReceivables",-20163000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInReceivables",-2611000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInReceivables",63323000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfBusiness",-24593000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfBusiness",-157000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfBusiness",-83979000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfBusiness",-3000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationCashFlow",16260000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationCashFlow",16216000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationCashFlow",15610000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationCashFlow",15282000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationCashFlow",15303000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInAccountReceivables",-10501000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInAccountReceivables",-52721000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInAccountReceivables",-20163000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInAccountReceivables",-2611000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInAccountReceivables",63323000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInCash",26146000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInCash",35873000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInCash",1525000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInCash",-22131000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changesInCash",-11402000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationOfIntangibles",16260000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationOfIntangibles",16216000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationOfIntangibles",15610000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationOfIntangibles",15282000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","amortizationOfIntangibles",15303000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIncomeFromContinuingOperations",99229000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIncomeFromContinuingOperations",236288000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIncomeFromContinuingOperations",339255000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIncomeFromContinuingOperations",230648000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIncomeFromContinuingOperations",65720000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","capitalExpenditure",-75813000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","capitalExpenditure",-141195000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","capitalExpenditure",-211728000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","capitalExpenditure",-150769000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","capitalExpenditure",-80625000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfInvestment",10277000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","rawMaterials",183006000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","rawMaterials",187096000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherEquityAdjustments",-73606000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherEquityAdjustments",-50517000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherEquityAdjustments",-128233000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherEquityAdjustments",-143227000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workingCapital",514225000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workingCapital",716638000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workingCapital",729141000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workingCapital",793887000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAccruedExpenses",92169000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAccruedExpenses",94327000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAccruedExpenses",118280000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAccruedExpenses",103427000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentLiabilities",530000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentLiabilities",3711000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentLiabilities",3350000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentLiabilities",137000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","properties",0,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","properties",0,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","properties",0,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","properties",0,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentCapitalLeaseObligation",10812000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentCapitalLeaseObligation",11214000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentCapitalLeaseObligation",7420000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentCapitalLeaseObligation",8892000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","pensionandOtherPostRetirementBenefitPlansCurrent",48748000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","pensionandOtherPostRetirementBenefitPlansCurrent",73124000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","pensionandOtherPostRetirementBenefitPlansCurrent",82349000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","pensionandOtherPostRetirementBenefitPlansCurrent",64000000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","additionalPaidInCapital",449598000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","additionalPaidInCapital",471649000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","additionalPaidInCapital",494773000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","additionalPaidInCapital",509861000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentBorrowings",21860000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentBorrowings",17381000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentBorrowings",1693000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentBorrowings",4419000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherFinancingCharges",-12619000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherFinancingCharges",-9858000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherFinancingCharges",-13582000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherFinancingCharges",-20320000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherFinancingCharges",-11816000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInWorkingCapital",-31445000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInWorkingCapital",-39184000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInWorkingCapital",-81108000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInWorkingCapital",-77587000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInWorkingCapital",-117161000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repurchaseOfCapitalStock",-296705000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repurchaseOfCapitalStock",0,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repurchaseOfCapitalStock",0,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repurchaseOfCapitalStock",0,"USD","2019-12-31","2019-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfBusiness",9939000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfBusiness",19270000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfBusiness",6292000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredTax",-14456000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredTax",21459000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredTax",-39225000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredTax",-13349000,"USD","2023-12-31","2023-12-31"
